2024-07-10 16:24:10 __main__ INFO     using beta=1, iter=0
2024-07-10 16:26:58 __main__ INFO     hypernyms - animals,beta,1,LRE,19,Jacobian,23,lm,43
2024-07-10 16:27:02 __main__ INFO     country - capital,beta,1,LRE,0,Jacobian,12,lm,35
2024-07-10 16:27:02 __main__ INFO     using beta=1, iter=1
2024-07-10 16:27:06 __main__ INFO     name - nationality,beta,1,LRE,5,Jacobian,6,lm,22
2024-07-10 16:27:10 __main__ INFO     animal - youth,beta,1,LRE,5,Jacobian,18,lm,35
2024-07-10 16:27:15 __main__ INFO     verb_Ving - 3pSg,beta,1,LRE,0,Jacobian,1,lm,50
2024-07-10 16:27:20 __main__ INFO     noun+less_reg,beta,1,LRE,2,Jacobian,46,lm,48
2024-07-10 16:27:25 __main__ INFO     verb+able_reg,beta,1,LRE,1,Jacobian,37,lm,46
2024-07-10 16:27:29 __main__ INFO     UK_city - county,beta,1,LRE,0,Jacobian,4,lm,14
2024-07-10 16:27:34 __main__ INFO     antonyms - binary,beta,1,LRE,0,Jacobian,27,lm,42
2024-07-10 16:27:39 __main__ INFO     verb_inf - 3pSg,beta,1,LRE,1,Jacobian,42,lm,50
2024-07-10 16:27:43 __main__ INFO     re+verb_reg,beta,1,LRE,40,Jacobian,10,lm,40
2024-07-10 16:27:49 __main__ INFO     verb_inf - Ved,beta,1,LRE,3,Jacobian,41,lm,50
2024-07-10 16:27:53 __main__ INFO     country - language,beta,1,LRE,17,Jacobian,4,lm,39
2024-07-10 16:27:57 __main__ INFO     meronyms - part,beta,1,LRE,3,Jacobian,7,lm,26
2024-07-10 16:28:02 __main__ INFO     verb_Ving - Ved,beta,1,LRE,0,Jacobian,15,lm,49
2024-07-10 16:28:07 __main__ INFO     animal - shelter,beta,1,LRE,6,Jacobian,3,lm,31
2024-07-10 16:28:11 __main__ INFO     hypernyms - misc,beta,1,LRE,4,Jacobian,13,lm,31
2024-07-10 16:28:15 __main__ INFO     meronyms - substance,beta,1,LRE,0,Jacobian,8,lm,38
2024-07-10 16:28:20 __main__ INFO     noun - plural_irreg,beta,1,LRE,4,Jacobian,42,lm,50
2024-07-10 16:28:25 __main__ INFO     un+adj_reg,beta,1,LRE,49,Jacobian,22,lm,49
2024-07-10 16:28:30 __main__ INFO     verb+ment_irreg,beta,1,LRE,4,Jacobian,36,lm,49
2024-07-10 16:28:35 __main__ INFO     adj+ness_reg,beta,1,LRE,0,Jacobian,39,lm,43
2024-07-10 16:28:41 __main__ INFO     over+adj_reg,beta,1,LRE,50,Jacobian,0,lm,50
2024-07-10 16:28:46 __main__ INFO     verb+er_irreg,beta,1,LRE,3,Jacobian,19,lm,45
2024-07-10 16:28:51 __main__ INFO     adj+ly_reg,beta,1,LRE,2,Jacobian,34,lm,49
2024-07-10 16:28:56 __main__ INFO     name - occupation,beta,1,LRE,17,Jacobian,14,lm,43
2024-07-10 16:28:59 __main__ INFO     synonyms - intensity,beta,1,LRE,0,Jacobian,2,lm,20
2024-07-10 16:29:03 __main__ INFO     animal - sound,beta,1,LRE,6,Jacobian,14,lm,27
2024-07-10 16:29:08 __main__ INFO     noun - plural_reg,beta,1,LRE,0,Jacobian,50,lm,50
2024-07-10 16:29:13 __main__ INFO     Ving - verb_inf,beta,1,LRE,0,Jacobian,2,lm,50
2024-07-10 16:29:18 __main__ INFO     male - female,beta,1,LRE,1,Jacobian,9,lm,36
2024-07-10 16:29:23 __main__ INFO     verb_3pSg - Ved,beta,1,LRE,0,Jacobian,43,lm,49
2024-07-10 16:29:27 __main__ INFO     meronyms - member,beta,1,LRE,6,Jacobian,8,lm,29
2024-07-10 16:29:31 __main__ INFO     hyponyms - misc,beta,1,LRE,0,Jacobian,2,lm,28
2024-07-10 16:29:36 __main__ INFO     adj - superlative,beta,1,LRE,0,Jacobian,27,lm,44
2024-07-10 16:29:41 __main__ INFO     verb+tion_irreg,beta,1,LRE,0,Jacobian,30,lm,49
2024-07-10 16:29:45 __main__ INFO     synonyms - exact,beta,1,LRE,0,Jacobian,2,lm,27
2024-07-10 16:29:49 __main__ INFO     hypernyms - animals,beta,1,LRE,0,Jacobian,18,lm,38
2024-07-10 16:29:54 __main__ INFO     country - capital,beta,1,LRE,0,Jacobian,18,lm,36
2024-07-10 16:29:54 __main__ INFO     using beta=1, iter=2
2024-07-10 16:29:57 __main__ INFO     name - nationality,beta,1,LRE,5,Jacobian,5,lm,23
2024-07-10 16:30:01 __main__ INFO     animal - youth,beta,1,LRE,5,Jacobian,15,lm,30
2024-07-10 16:30:06 __main__ INFO     verb_Ving - 3pSg,beta,1,LRE,0,Jacobian,0,lm,50
2024-07-10 16:30:11 __main__ INFO     noun+less_reg,beta,1,LRE,2,Jacobian,47,lm,49
2024-07-10 16:30:17 __main__ INFO     verb+able_reg,beta,1,LRE,4,Jacobian,37,lm,48
2024-07-10 16:30:21 __main__ INFO     UK_city - county,beta,1,LRE,1,Jacobian,5,lm,13
2024-07-10 16:30:25 __main__ INFO     antonyms - binary,beta,1,LRE,6,Jacobian,27,lm,42
2024-07-10 16:30:30 __main__ INFO     verb_inf - 3pSg,beta,1,LRE,1,Jacobian,41,lm,50
2024-07-10 16:30:35 __main__ INFO     re+verb_reg,beta,1,LRE,43,Jacobian,11,lm,43
2024-07-10 16:30:40 __main__ INFO     verb_inf - Ved,beta,1,LRE,5,Jacobian,41,lm,49
2024-07-10 16:30:45 __main__ INFO     country - language,beta,1,LRE,15,Jacobian,4,lm,38
2024-07-10 16:30:49 __main__ INFO     meronyms - part,beta,1,LRE,2,Jacobian,8,lm,28
2024-07-10 16:30:54 __main__ INFO     verb_Ving - Ved,beta,1,LRE,0,Jacobian,12,lm,49
2024-07-10 16:30:58 __main__ INFO     animal - shelter,beta,1,LRE,5,Jacobian,2,lm,28
2024-07-10 16:31:02 __main__ INFO     hypernyms - misc,beta,1,LRE,3,Jacobian,7,lm,31
2024-07-10 16:31:07 __main__ INFO     meronyms - substance,beta,1,LRE,0,Jacobian,4,lm,38
2024-07-10 16:31:12 __main__ INFO     noun - plural_irreg,beta,1,LRE,2,Jacobian,45,lm,50
2024-07-10 16:31:17 __main__ INFO     un+adj_reg,beta,1,LRE,49,Jacobian,25,lm,49
2024-07-10 16:31:22 __main__ INFO     verb+ment_irreg,beta,1,LRE,7,Jacobian,31,lm,50
2024-07-10 16:31:27 __main__ INFO     adj+ness_reg,beta,1,LRE,0,Jacobian,39,lm,43
2024-07-10 16:31:32 __main__ INFO     over+adj_reg,beta,1,LRE,50,Jacobian,0,lm,50
2024-07-10 16:31:37 __main__ INFO     verb+er_irreg,beta,1,LRE,1,Jacobian,24,lm,48
2024-07-10 16:31:42 __main__ INFO     adj+ly_reg,beta,1,LRE,2,Jacobian,32,lm,49
2024-07-10 16:31:47 __main__ INFO     name - occupation,beta,1,LRE,14,Jacobian,17,lm,40
2024-07-10 16:31:51 __main__ INFO     synonyms - intensity,beta,1,LRE,0,Jacobian,1,lm,22
2024-07-10 16:31:55 __main__ INFO     animal - sound,beta,1,LRE,7,Jacobian,14,lm,28
2024-07-10 16:32:00 __main__ INFO     noun - plural_reg,beta,1,LRE,0,Jacobian,50,lm,50
2024-07-10 16:32:05 __main__ INFO     Ving - verb_inf,beta,1,LRE,0,Jacobian,1,lm,50
2024-07-10 16:32:09 __main__ INFO     male - female,beta,1,LRE,2,Jacobian,5,lm,32
2024-07-10 16:32:14 __main__ INFO     verb_3pSg - Ved,beta,1,LRE,0,Jacobian,46,lm,49
2024-07-10 16:32:19 __main__ INFO     meronyms - member,beta,1,LRE,5,Jacobian,7,lm,32
2024-07-10 16:32:22 __main__ INFO     hyponyms - misc,beta,1,LRE,0,Jacobian,4,lm,27
2024-07-10 16:32:28 __main__ INFO     adj - superlative,beta,1,LRE,0,Jacobian,27,lm,45
2024-07-10 16:32:32 __main__ INFO     verb+tion_irreg,beta,1,LRE,0,Jacobian,30,lm,49
2024-07-10 16:32:36 __main__ INFO     synonyms - exact,beta,1,LRE,0,Jacobian,0,lm,18
2024-07-10 16:32:41 __main__ INFO     hypernyms - animals,beta,1,LRE,0,Jacobian,19,lm,43
2024-07-10 16:32:45 __main__ INFO     country - capital,beta,1,LRE,1,Jacobian,11,lm,35
2024-07-10 16:32:45 __main__ INFO     using beta=1, iter=3
2024-07-10 16:32:48 __main__ INFO     name - nationality,beta,1,LRE,6,Jacobian,5,lm,20
2024-07-10 16:32:53 __main__ INFO     animal - youth,beta,1,LRE,5,Jacobian,16,lm,34
2024-07-10 16:32:58 __main__ INFO     verb_Ving - 3pSg,beta,1,LRE,0,Jacobian,0,lm,50
2024-07-10 16:33:03 __main__ INFO     noun+less_reg,beta,1,LRE,2,Jacobian,47,lm,49
2024-07-10 16:33:08 __main__ INFO     verb+able_reg,beta,1,LRE,2,Jacobian,34,lm,47
2024-07-10 16:33:12 __main__ INFO     UK_city - county,beta,1,LRE,1,Jacobian,2,lm,12
2024-07-10 16:33:17 __main__ INFO     antonyms - binary,beta,1,LRE,4,Jacobian,18,lm,42
2024-07-10 16:33:22 __main__ INFO     verb_inf - 3pSg,beta,1,LRE,1,Jacobian,41,lm,50
2024-07-10 16:33:26 __main__ INFO     re+verb_reg,beta,1,LRE,40,Jacobian,12,lm,40
2024-07-10 16:33:32 __main__ INFO     verb_inf - Ved,beta,1,LRE,9,Jacobian,41,lm,49
2024-07-10 16:33:36 __main__ INFO     country - language,beta,1,LRE,18,Jacobian,5,lm,39
2024-07-10 16:33:40 __main__ INFO     meronyms - part,beta,1,LRE,3,Jacobian,8,lm,27
2024-07-10 16:33:45 __main__ INFO     verb_Ving - Ved,beta,1,LRE,0,Jacobian,13,lm,49
2024-07-10 16:33:50 __main__ INFO     animal - shelter,beta,1,LRE,7,Jacobian,2,lm,31
2024-07-10 16:33:54 __main__ INFO     hypernyms - misc,beta,1,LRE,9,Jacobian,8,lm,32
2024-07-10 16:33:58 __main__ INFO     meronyms - substance,beta,1,LRE,0,Jacobian,6,lm,40
2024-07-10 16:34:03 __main__ INFO     noun - plural_irreg,beta,1,LRE,3,Jacobian,45,lm,49
2024-07-10 16:34:08 __main__ INFO     un+adj_reg,beta,1,LRE,49,Jacobian,24,lm,49
2024-07-10 16:34:13 __main__ INFO     verb+ment_irreg,beta,1,LRE,8,Jacobian,41,lm,50
2024-07-10 16:34:18 __main__ INFO     adj+ness_reg,beta,1,LRE,0,Jacobian,39,lm,43
2024-07-10 16:34:24 __main__ INFO     over+adj_reg,beta,1,LRE,50,Jacobian,0,lm,50
2024-07-10 16:34:29 __main__ INFO     verb+er_irreg,beta,1,LRE,2,Jacobian,13,lm,47
2024-07-10 16:34:34 __main__ INFO     adj+ly_reg,beta,1,LRE,1,Jacobian,27,lm,49
2024-07-10 16:34:39 __main__ INFO     name - occupation,beta,1,LRE,15,Jacobian,13,lm,42
2024-07-10 16:34:42 __main__ INFO     synonyms - intensity,beta,1,LRE,0,Jacobian,2,lm,25
2024-07-10 16:34:47 __main__ INFO     animal - sound,beta,1,LRE,6,Jacobian,16,lm,32
2024-07-10 16:34:52 __main__ INFO     noun - plural_reg,beta,1,LRE,0,Jacobian,50,lm,50
2024-07-10 16:34:57 __main__ INFO     Ving - verb_inf,beta,1,LRE,0,Jacobian,5,lm,50
2024-07-10 16:35:01 __main__ INFO     male - female,beta,1,LRE,1,Jacobian,7,lm,32
2024-07-10 16:35:06 __main__ INFO     verb_3pSg - Ved,beta,1,LRE,0,Jacobian,39,lm,49
2024-07-10 16:35:10 __main__ INFO     meronyms - member,beta,1,LRE,5,Jacobian,11,lm,32
2024-07-10 16:35:14 __main__ INFO     hyponyms - misc,beta,1,LRE,0,Jacobian,3,lm,25
2024-07-10 16:35:19 __main__ INFO     adj - superlative,beta,1,LRE,0,Jacobian,26,lm,43
2024-07-10 16:35:24 __main__ INFO     verb+tion_irreg,beta,1,LRE,1,Jacobian,17,lm,49
2024-07-10 16:35:28 __main__ INFO     synonyms - exact,beta,1,LRE,0,Jacobian,0,lm,21
2024-07-10 16:35:32 __main__ INFO     hypernyms - animals,beta,1,LRE,1,Jacobian,23,lm,40
2024-07-10 16:35:37 __main__ INFO     country - capital,beta,1,LRE,1,Jacobian,13,lm,36
2024-07-10 16:35:37 __main__ INFO     using beta=1, iter=4
2024-07-10 16:35:40 __main__ INFO     name - nationality,beta,1,LRE,4,Jacobian,5,lm,23
2024-07-10 16:35:45 __main__ INFO     animal - youth,beta,1,LRE,6,Jacobian,20,lm,35
2024-07-10 16:35:50 __main__ INFO     verb_Ving - 3pSg,beta,1,LRE,0,Jacobian,1,lm,50
2024-07-10 16:35:55 __main__ INFO     noun+less_reg,beta,1,LRE,2,Jacobian,45,lm,48
2024-07-10 16:36:00 __main__ INFO     verb+able_reg,beta,1,LRE,0,Jacobian,37,lm,49
2024-07-10 16:36:04 __main__ INFO     UK_city - county,beta,1,LRE,1,Jacobian,4,lm,12
2024-07-10 16:36:09 __main__ INFO     antonyms - binary,beta,1,LRE,1,Jacobian,29,lm,44
2024-07-10 16:36:14 __main__ INFO     verb_inf - 3pSg,beta,1,LRE,2,Jacobian,47,lm,50
2024-07-10 16:36:19 __main__ INFO     re+verb_reg,beta,1,LRE,44,Jacobian,13,lm,44
2024-07-10 16:36:24 __main__ INFO     verb_inf - Ved,beta,1,LRE,5,Jacobian,41,lm,49
2024-07-10 16:36:29 __main__ INFO     country - language,beta,1,LRE,11,Jacobian,6,lm,39
2024-07-10 16:36:33 __main__ INFO     meronyms - part,beta,1,LRE,3,Jacobian,9,lm,31
2024-07-10 16:36:38 __main__ INFO     verb_Ving - Ved,beta,1,LRE,0,Jacobian,11,lm,49
2024-07-10 16:36:41 __main__ INFO     animal - shelter,beta,1,LRE,4,Jacobian,2,lm,22
2024-07-10 16:36:46 __main__ INFO     hypernyms - misc,beta,1,LRE,1,Jacobian,9,lm,32
2024-07-10 16:36:50 __main__ INFO     meronyms - substance,beta,1,LRE,0,Jacobian,7,lm,37
2024-07-10 16:36:55 __main__ INFO     noun - plural_irreg,beta,1,LRE,4,Jacobian,45,lm,49
2024-07-10 16:37:00 __main__ INFO     un+adj_reg,beta,1,LRE,49,Jacobian,36,lm,50
2024-07-10 16:37:05 __main__ INFO     verb+ment_irreg,beta,1,LRE,7,Jacobian,38,lm,49
2024-07-10 16:37:10 __main__ INFO     adj+ness_reg,beta,1,LRE,0,Jacobian,38,lm,42
2024-07-10 16:37:15 __main__ INFO     over+adj_reg,beta,1,LRE,49,Jacobian,0,lm,49
2024-07-10 16:37:20 __main__ INFO     verb+er_irreg,beta,1,LRE,1,Jacobian,26,lm,48
2024-07-10 16:37:25 __main__ INFO     adj+ly_reg,beta,1,LRE,1,Jacobian,38,lm,49
2024-07-10 16:37:30 __main__ INFO     name - occupation,beta,1,LRE,15,Jacobian,4,lm,43
2024-07-10 16:37:34 __main__ INFO     synonyms - intensity,beta,1,LRE,0,Jacobian,2,lm,23
2024-07-10 16:37:38 __main__ INFO     animal - sound,beta,1,LRE,7,Jacobian,15,lm,30
2024-07-10 16:37:43 __main__ INFO     noun - plural_reg,beta,1,LRE,0,Jacobian,49,lm,50
2024-07-10 16:37:48 __main__ INFO     Ving - verb_inf,beta,1,LRE,0,Jacobian,4,lm,50
2024-07-10 16:37:53 __main__ INFO     male - female,beta,1,LRE,2,Jacobian,8,lm,34
2024-07-10 16:37:58 __main__ INFO     verb_3pSg - Ved,beta,1,LRE,0,Jacobian,42,lm,49
2024-07-10 16:38:02 __main__ INFO     meronyms - member,beta,1,LRE,4,Jacobian,2,lm,32
2024-07-10 16:38:06 __main__ INFO     hyponyms - misc,beta,1,LRE,0,Jacobian,1,lm,28
2024-07-10 16:38:11 __main__ INFO     adj - superlative,beta,1,LRE,0,Jacobian,26,lm,45
2024-07-10 16:38:16 __main__ INFO     verb+tion_irreg,beta,1,LRE,0,Jacobian,22,lm,49
2024-07-10 16:38:20 __main__ INFO     synonyms - exact,beta,1,LRE,0,Jacobian,3,lm,24
2024-07-10 16:38:24 __main__ INFO     hypernyms - animals,beta,1,LRE,0,Jacobian,20,lm,40
2024-07-10 16:38:29 __main__ INFO     country - capital,beta,1,LRE,2,Jacobian,14,lm,35
2024-07-10 16:38:29 __main__ INFO     using beta=1, iter=5
2024-07-10 16:38:32 __main__ INFO     name - nationality,beta,1,LRE,4,Jacobian,5,lm,24
2024-07-10 16:38:37 __main__ INFO     animal - youth,beta,1,LRE,5,Jacobian,16,lm,35
2024-07-10 16:38:42 __main__ INFO     verb_Ving - 3pSg,beta,1,LRE,0,Jacobian,0,lm,50
2024-07-10 16:38:47 __main__ INFO     noun+less_reg,beta,1,LRE,2,Jacobian,47,lm,48
2024-07-10 16:38:52 __main__ INFO     verb+able_reg,beta,1,LRE,4,Jacobian,39,lm,47
2024-07-10 16:38:56 __main__ INFO     UK_city - county,beta,1,LRE,1,Jacobian,5,lm,13
2024-07-10 16:39:01 __main__ INFO     antonyms - binary,beta,1,LRE,3,Jacobian,18,lm,42
2024-07-10 16:39:06 __main__ INFO     verb_inf - 3pSg,beta,1,LRE,1,Jacobian,39,lm,50
2024-07-10 16:39:11 __main__ INFO     re+verb_reg,beta,1,LRE,42,Jacobian,10,lm,42
2024-07-10 16:39:16 __main__ INFO     verb_inf - Ved,beta,1,LRE,3,Jacobian,41,lm,49
2024-07-10 16:39:21 __main__ INFO     country - language,beta,1,LRE,12,Jacobian,5,lm,37
2024-07-10 16:39:25 __main__ INFO     meronyms - part,beta,1,LRE,4,Jacobian,9,lm,31
2024-07-10 16:39:30 __main__ INFO     verb_Ving - Ved,beta,1,LRE,0,Jacobian,12,lm,49
2024-07-10 16:39:34 __main__ INFO     animal - shelter,beta,1,LRE,6,Jacobian,3,lm,27
2024-07-10 16:39:38 __main__ INFO     hypernyms - misc,beta,1,LRE,10,Jacobian,5,lm,35
2024-07-10 16:39:43 __main__ INFO     meronyms - substance,beta,1,LRE,0,Jacobian,6,lm,39
2024-07-10 16:39:48 __main__ INFO     noun - plural_irreg,beta,1,LRE,2,Jacobian,36,lm,50
2024-07-10 16:39:53 __main__ INFO     un+adj_reg,beta,1,LRE,50,Jacobian,26,lm,50
2024-07-10 16:39:58 __main__ INFO     verb+ment_irreg,beta,1,LRE,6,Jacobian,42,lm,49
2024-07-10 16:40:03 __main__ INFO     adj+ness_reg,beta,1,LRE,0,Jacobian,38,lm,42
2024-07-10 16:40:08 __main__ INFO     over+adj_reg,beta,1,LRE,50,Jacobian,0,lm,50
2024-07-10 16:40:13 __main__ INFO     verb+er_irreg,beta,1,LRE,2,Jacobian,20,lm,48
2024-07-10 16:40:18 __main__ INFO     adj+ly_reg,beta,1,LRE,4,Jacobian,36,lm,49
2024-07-10 16:40:23 __main__ INFO     name - occupation,beta,1,LRE,14,Jacobian,14,lm,41
2024-07-10 16:40:26 __main__ INFO     synonyms - intensity,beta,1,LRE,0,Jacobian,3,lm,19
2024-07-10 16:40:30 __main__ INFO     animal - sound,beta,1,LRE,6,Jacobian,14,lm,29
2024-07-10 16:40:35 __main__ INFO     noun - plural_reg,beta,1,LRE,0,Jacobian,50,lm,50
2024-07-10 16:40:40 __main__ INFO     Ving - verb_inf,beta,1,LRE,0,Jacobian,7,lm,50
2024-07-10 16:40:45 __main__ INFO     male - female,beta,1,LRE,0,Jacobian,5,lm,31
2024-07-10 16:40:50 __main__ INFO     verb_3pSg - Ved,beta,1,LRE,0,Jacobian,43,lm,49
2024-07-10 16:40:54 __main__ INFO     meronyms - member,beta,1,LRE,1,Jacobian,6,lm,34
2024-07-10 16:40:58 __main__ INFO     hyponyms - misc,beta,1,LRE,0,Jacobian,4,lm,31
2024-07-10 16:41:03 __main__ INFO     adj - superlative,beta,1,LRE,0,Jacobian,26,lm,45
2024-07-10 16:41:08 __main__ INFO     verb+tion_irreg,beta,1,LRE,0,Jacobian,5,lm,49
2024-07-10 16:41:12 __main__ INFO     synonyms - exact,beta,1,LRE,0,Jacobian,2,lm,24
2024-07-10 16:41:17 __main__ INFO     hypernyms - animals,beta,1,LRE,0,Jacobian,14,lm,42
2024-07-10 16:41:21 __main__ INFO     country - capital,beta,1,LRE,0,Jacobian,18,lm,36
2024-07-10 16:41:21 __main__ INFO     using beta=1, iter=6
2024-07-10 16:41:25 __main__ INFO     name - nationality,beta,1,LRE,5,Jacobian,5,lm,25
2024-07-10 16:41:29 __main__ INFO     animal - youth,beta,1,LRE,5,Jacobian,17,lm,33
2024-07-10 16:41:34 __main__ INFO     verb_Ving - 3pSg,beta,1,LRE,0,Jacobian,0,lm,50
2024-07-10 16:41:39 __main__ INFO     noun+less_reg,beta,1,LRE,2,Jacobian,46,lm,47
2024-07-10 16:41:44 __main__ INFO     verb+able_reg,beta,1,LRE,2,Jacobian,42,lm,47
2024-07-10 16:41:48 __main__ INFO     UK_city - county,beta,1,LRE,1,Jacobian,1,lm,11
2024-07-10 16:41:53 __main__ INFO     antonyms - binary,beta,1,LRE,2,Jacobian,18,lm,43
2024-07-10 16:41:58 __main__ INFO     verb_inf - 3pSg,beta,1,LRE,1,Jacobian,45,lm,50
2024-07-10 16:42:03 __main__ INFO     re+verb_reg,beta,1,LRE,41,Jacobian,10,lm,41
2024-07-10 16:42:08 __main__ INFO     verb_inf - Ved,beta,1,LRE,8,Jacobian,41,lm,49
2024-07-10 16:42:13 __main__ INFO     country - language,beta,1,LRE,17,Jacobian,10,lm,37
2024-07-10 16:42:16 __main__ INFO     meronyms - part,beta,1,LRE,2,Jacobian,10,lm,27
2024-07-10 16:42:22 __main__ INFO     verb_Ving - Ved,beta,1,LRE,0,Jacobian,7,lm,49
2024-07-10 16:42:25 __main__ INFO     animal - shelter,beta,1,LRE,7,Jacobian,3,lm,27
2024-07-10 16:42:30 __main__ INFO     hypernyms - misc,beta,1,LRE,3,Jacobian,3,lm,30
2024-07-10 16:42:34 __main__ INFO     meronyms - substance,beta,1,LRE,0,Jacobian,9,lm,37
2024-07-10 16:42:39 __main__ INFO     noun - plural_irreg,beta,1,LRE,2,Jacobian,45,lm,49
2024-07-10 16:42:44 __main__ INFO     un+adj_reg,beta,1,LRE,47,Jacobian,26,lm,47
2024-07-10 16:42:49 __main__ INFO     verb+ment_irreg,beta,1,LRE,9,Jacobian,42,lm,49
2024-07-10 16:42:54 __main__ INFO     adj+ness_reg,beta,1,LRE,0,Jacobian,40,lm,44
2024-07-10 16:42:59 __main__ INFO     over+adj_reg,beta,1,LRE,50,Jacobian,0,lm,50
2024-07-10 16:43:04 __main__ INFO     verb+er_irreg,beta,1,LRE,1,Jacobian,16,lm,48
2024-07-10 16:43:09 __main__ INFO     adj+ly_reg,beta,1,LRE,1,Jacobian,39,lm,49
2024-07-10 16:43:14 __main__ INFO     name - occupation,beta,1,LRE,15,Jacobian,19,lm,42
2024-07-10 16:43:18 __main__ INFO     synonyms - intensity,beta,1,LRE,0,Jacobian,2,lm,18
2024-07-10 16:43:22 __main__ INFO     animal - sound,beta,1,LRE,7,Jacobian,18,lm,32
2024-07-10 16:43:27 __main__ INFO     noun - plural_reg,beta,1,LRE,0,Jacobian,49,lm,50
2024-07-10 16:43:32 __main__ INFO     Ving - verb_inf,beta,1,LRE,0,Jacobian,3,lm,50
2024-07-10 16:43:36 __main__ INFO     male - female,beta,1,LRE,0,Jacobian,7,lm,28
2024-07-10 16:43:41 __main__ INFO     verb_3pSg - Ved,beta,1,LRE,0,Jacobian,34,lm,49
2024-07-10 16:43:46 __main__ INFO     meronyms - member,beta,1,LRE,6,Jacobian,5,lm,32
2024-07-10 16:43:50 __main__ INFO     hyponyms - misc,beta,1,LRE,0,Jacobian,4,lm,29
2024-07-10 16:43:55 __main__ INFO     adj - superlative,beta,1,LRE,0,Jacobian,27,lm,45
2024-07-10 16:44:00 __main__ INFO     verb+tion_irreg,beta,1,LRE,0,Jacobian,13,lm,49
2024-07-10 16:44:03 __main__ INFO     synonyms - exact,beta,1,LRE,0,Jacobian,2,lm,23
