2024-08-01 14:49:20 __main__ INFO     name - nationality,7,10,19,8,18,3,19,0,0
2024-08-01 16:52:02 __main__ INFO     verb_Ving - Ved,7,40,41,17,41,0,0,0,0
2024-08-01 16:52:38 __main__ INFO     animal - shelter,7,14,23,6,23,10,27,0,0
2024-08-01 16:53:14 __main__ INFO     hypernyms - misc,7,17,26,11,24,6,24,0,0
2024-08-01 16:53:53 __main__ INFO     meronyms - substance,7,22,35,11,33,4,35,0,0
2024-08-01 16:54:33 __main__ INFO     noun - plural_irreg,7,41,42,41,42,0,0,0,0
2024-08-01 16:55:11 __main__ INFO     un+adj_reg,7,38,40,34,41,2,40,0,0
2024-08-01 16:55:50 __main__ INFO     verb+ment_irreg,7,41,42,40,42,1,42,0,0
2024-08-01 16:56:31 __main__ INFO     adj+ness_reg,7,36,38,35,36,1,35,0,0
2024-08-01 16:57:15 __main__ INFO     over+adj_reg,7,34,42,2,42,41,42,0,0
2024-08-01 16:58:00 __main__ INFO     verb+er_irreg,7,31,39,29,40,0,0,0,0
2024-08-01 16:58:44 __main__ INFO     adj+ly_reg,7,36,41,36,41,0,0,0,0
2024-08-01 16:59:26 __main__ INFO     name - occupation,7,27,36,18,34,5,35,0,0
2024-08-01 17:00:06 __main__ INFO     synonyms - intensity,7,7,14,6,14,1,20,0,0
2024-08-01 17:00:45 __main__ INFO     animal - sound,7,19,26,15,26,3,23,0,0
2024-08-01 17:01:30 __main__ INFO     noun - plural_reg,7,42,42,42,42,0,0,0,0
2024-08-01 17:02:10 __main__ INFO     Ving - verb_inf,7,35,42,26,42,0,0,0,0
2024-08-01 17:02:45 __main__ INFO     male - female,7,12,25,11,27,0,0,0,0
2024-08-01 17:03:21 __main__ INFO     verb_3pSg - Ved,7,42,42,35,42,0,0,0,0
2024-08-01 17:03:52 __main__ INFO     meronyms - member,7,17,29,9,26,4,24,0,0
2024-08-01 17:04:25 __main__ INFO     things - color,7,22,32,5,29,20,32,0,0
2024-08-01 17:04:53 __main__ INFO     hyponyms - misc,7,11,31,10,31,1,25,0,0
2024-08-01 17:05:33 __main__ INFO     adj - superlative,7,32,37,30,37,0,0,0,0
2024-08-01 17:06:07 __main__ INFO     verb+tion_irreg,7,40,41,36,41,0,0,0,0
2024-08-01 17:06:29 __main__ INFO     synonyms - exact,7,3,17,3,19,0,0,0,0
2024-08-01 17:07:01 __main__ INFO     hypernyms - animals,7,31,38,18,38,14,38,0,0
2024-08-01 17:07:09 llra.build INFO     8_27_approx/country - capital/ottawa/s_o_weight_8_27.pt does not exist, skipping
2024-08-01 17:07:09 llra.build INFO     8_27_approx/country - capital/ottawa/s_o_bias_8_27.pt does not exist, skipping
2024-08-01 17:07:36 __main__ INFO     country - capital,7,19,27,18,27,0,0,0,0
