2024-07-12 15:57:11 __main__ INFO     using beta=1, iter=0
2024-07-12 16:04:04 __main__ INFO     country - capital,beta,1,LRE,0,Jacobian,0,lm,36
2024-07-12 16:04:04 __main__ INFO     using beta=1, iter=2
2024-07-12 16:04:07 __main__ INFO     name - nationality,beta,1,LRE,11,Jacobian,5,lm,20
2024-07-12 16:04:12 __main__ INFO     animal - youth,beta,1,LRE,18,Jacobian,18,lm,33
2024-07-12 16:04:17 __main__ INFO     verb_Ving - 3pSg,beta,1,LRE,11,Jacobian,29,lm,50
2024-07-12 16:04:22 __main__ INFO     noun+less_reg,beta,1,LRE,0,Jacobian,2,lm,49
2024-07-12 16:04:27 __main__ INFO     verb+able_reg,beta,1,LRE,3,Jacobian,16,lm,48
2024-07-12 16:04:31 __main__ INFO     UK_city - county,beta,1,LRE,0,Jacobian,0,lm,12
2024-07-12 16:04:37 __main__ INFO     antonyms - binary,beta,1,LRE,3,Jacobian,26,lm,43
2024-07-12 16:04:42 __main__ INFO     verb_inf - 3pSg,beta,1,LRE,9,Jacobian,5,lm,50
2024-07-12 16:04:46 __main__ INFO     re+verb_reg,beta,1,LRE,0,Jacobian,5,lm,41
2024-07-12 16:04:52 __main__ INFO     verb_inf - Ved,beta,1,LRE,12,Jacobian,37,lm,49
2024-07-12 16:04:57 __main__ INFO     country - language,beta,1,LRE,14,Jacobian,8,lm,40
2024-07-12 16:05:01 __main__ INFO     meronyms - part,beta,1,LRE,5,Jacobian,14,lm,31
2024-07-12 16:05:07 __main__ INFO     verb_Ving - Ved,beta,1,LRE,19,Jacobian,44,lm,49
2024-07-12 16:05:10 __main__ INFO     animal - shelter,beta,1,LRE,18,Jacobian,10,lm,24
2024-07-12 16:05:15 __main__ INFO     hypernyms - misc,beta,1,LRE,17,Jacobian,12,lm,31
2024-07-12 16:05:19 __main__ INFO     meronyms - substance,beta,1,LRE,1,Jacobian,11,lm,37
2024-07-12 16:05:25 __main__ INFO     noun - plural_irreg,beta,1,LRE,8,Jacobian,44,lm,50
2024-07-12 16:05:30 __main__ INFO     un+adj_reg,beta,1,LRE,3,Jacobian,17,lm,49
2024-07-12 16:05:36 __main__ INFO     verb+ment_irreg,beta,1,LRE,13,Jacobian,39,lm,49
2024-07-12 16:05:41 __main__ INFO     adj+ness_reg,beta,1,LRE,1,Jacobian,9,lm,41
2024-07-12 16:05:46 __main__ INFO     over+adj_reg,beta,1,LRE,0,Jacobian,1,lm,49
2024-07-12 16:05:51 __main__ INFO     verb+er_irreg,beta,1,LRE,3,Jacobian,9,lm,47
2024-07-12 16:05:57 __main__ INFO     adj+ly_reg,beta,1,LRE,8,Jacobian,3,lm,50
2024-07-12 16:06:02 __main__ INFO     name - occupation,beta,1,LRE,24,Jacobian,19,lm,40
2024-07-12 16:06:06 __main__ INFO     synonyms - intensity,beta,1,LRE,0,Jacobian,8,lm,22
2024-07-12 16:06:10 __main__ INFO     animal - sound,beta,1,LRE,5,Jacobian,9,lm,30
2024-07-12 16:06:16 __main__ INFO     noun - plural_reg,beta,1,LRE,1,Jacobian,49,lm,50
2024-07-12 16:06:21 __main__ INFO     Ving - verb_inf,beta,1,LRE,5,Jacobian,18,lm,50
2024-07-12 16:06:26 __main__ INFO     male - female,beta,1,LRE,2,Jacobian,1,lm,33
2024-07-12 16:06:31 __main__ INFO     verb_3pSg - Ved,beta,1,LRE,11,Jacobian,49,lm,49
2024-07-12 16:06:36 __main__ INFO     meronyms - member,beta,1,LRE,9,Jacobian,12,lm,32
2024-07-12 16:06:40 __main__ INFO     hyponyms - misc,beta,1,LRE,0,Jacobian,7,lm,29
2024-07-12 16:06:45 __main__ INFO     adj - superlative,beta,1,LRE,0,Jacobian,1,lm,44
2024-07-12 16:06:50 __main__ INFO     verb+tion_irreg,beta,1,LRE,1,Jacobian,22,lm,49
2024-07-12 16:06:54 __main__ INFO     synonyms - exact,beta,1,LRE,1,Jacobian,0,lm,18
2024-07-12 16:06:59 __main__ INFO     hypernyms - animals,beta,1,LRE,38,Jacobian,27,lm,44
2024-07-12 16:07:04 __main__ INFO     country - capital,beta,1,LRE,0,Jacobian,0,lm,36
2024-07-12 16:07:04 __main__ INFO     using beta=1, iter=3
2024-07-12 16:07:07 __main__ INFO     name - nationality,beta,1,LRE,12,Jacobian,5,lm,22
2024-07-12 16:07:11 __main__ INFO     animal - youth,beta,1,LRE,17,Jacobian,18,lm,29
2024-07-12 16:07:16 __main__ INFO     verb_Ving - 3pSg,beta,1,LRE,12,Jacobian,31,lm,50
2024-07-12 16:07:21 __main__ INFO     noun+less_reg,beta,1,LRE,0,Jacobian,2,lm,48
2024-07-12 16:07:27 __main__ INFO     verb+able_reg,beta,1,LRE,3,Jacobian,20,lm,46
2024-07-12 16:07:31 __main__ INFO     UK_city - county,beta,1,LRE,0,Jacobian,0,lm,13
2024-07-12 16:07:36 __main__ INFO     antonyms - binary,beta,1,LRE,1,Jacobian,21,lm,45
2024-07-12 16:07:41 __main__ INFO     verb_inf - 3pSg,beta,1,LRE,17,Jacobian,12,lm,50
2024-07-12 16:07:45 __main__ INFO     re+verb_reg,beta,1,LRE,0,Jacobian,6,lm,41
2024-07-12 16:07:51 __main__ INFO     verb_inf - Ved,beta,1,LRE,11,Jacobian,34,lm,49
2024-07-12 16:07:56 __main__ INFO     country - language,beta,1,LRE,12,Jacobian,8,lm,40
2024-07-12 16:08:00 __main__ INFO     meronyms - part,beta,1,LRE,6,Jacobian,12,lm,30
2024-07-12 16:08:06 __main__ INFO     verb_Ving - Ved,beta,1,LRE,13,Jacobian,45,lm,49
2024-07-12 16:08:10 __main__ INFO     animal - shelter,beta,1,LRE,17,Jacobian,13,lm,29
2024-07-12 16:08:14 __main__ INFO     hypernyms - misc,beta,1,LRE,20,Jacobian,15,lm,32
2024-07-12 16:08:18 __main__ INFO     meronyms - substance,beta,1,LRE,0,Jacobian,12,lm,35
2024-07-12 16:08:24 __main__ INFO     noun - plural_irreg,beta,1,LRE,8,Jacobian,45,lm,50
2024-07-12 16:08:29 __main__ INFO     un+adj_reg,beta,1,LRE,3,Jacobian,22,lm,50
2024-07-12 16:08:34 __main__ INFO     verb+ment_irreg,beta,1,LRE,13,Jacobian,41,lm,50
2024-07-12 16:08:39 __main__ INFO     adj+ness_reg,beta,1,LRE,1,Jacobian,10,lm,42
2024-07-12 16:08:44 __main__ INFO     over+adj_reg,beta,1,LRE,1,Jacobian,0,lm,50
2024-07-12 16:08:49 __main__ INFO     verb+er_irreg,beta,1,LRE,3,Jacobian,17,lm,48
2024-07-12 16:08:55 __main__ INFO     adj+ly_reg,beta,1,LRE,6,Jacobian,7,lm,48
2024-07-12 16:09:00 __main__ INFO     name - occupation,beta,1,LRE,28,Jacobian,24,lm,42
2024-07-12 16:09:04 __main__ INFO     synonyms - intensity,beta,1,LRE,0,Jacobian,5,lm,20
2024-07-12 16:09:08 __main__ INFO     animal - sound,beta,1,LRE,6,Jacobian,10,lm,28
2024-07-12 16:09:14 __main__ INFO     noun - plural_reg,beta,1,LRE,3,Jacobian,49,lm,50
2024-07-12 16:09:19 __main__ INFO     Ving - verb_inf,beta,1,LRE,4,Jacobian,16,lm,49
2024-07-12 16:09:24 __main__ INFO     male - female,beta,1,LRE,3,Jacobian,2,lm,33
2024-07-12 16:09:29 __main__ INFO     verb_3pSg - Ved,beta,1,LRE,4,Jacobian,43,lm,49
2024-07-12 16:09:33 __main__ INFO     meronyms - member,beta,1,LRE,11,Jacobian,15,lm,31
2024-07-12 16:09:37 __main__ INFO     hyponyms - misc,beta,1,LRE,0,Jacobian,6,lm,26
2024-07-12 16:09:43 __main__ INFO     adj - superlative,beta,1,LRE,0,Jacobian,1,lm,43
2024-07-12 16:09:48 __main__ INFO     verb+tion_irreg,beta,1,LRE,4,Jacobian,17,lm,49
2024-07-12 16:09:52 __main__ INFO     synonyms - exact,beta,1,LRE,1,Jacobian,3,lm,23
2024-07-12 16:09:57 __main__ INFO     hypernyms - animals,beta,1,LRE,36,Jacobian,37,lm,43
2024-07-12 16:10:02 __main__ INFO     country - capital,beta,1,LRE,0,Jacobian,0,lm,36
2024-07-12 16:10:02 __main__ INFO     using beta=1, iter=4
2024-07-12 16:10:05 __main__ INFO     name - nationality,beta,1,LRE,12,Jacobian,5,lm,23
2024-07-12 16:10:10 __main__ INFO     animal - youth,beta,1,LRE,18,Jacobian,19,lm,32
2024-07-12 16:10:15 __main__ INFO     verb_Ving - 3pSg,beta,1,LRE,12,Jacobian,30,lm,50
2024-07-12 16:10:20 __main__ INFO     noun+less_reg,beta,1,LRE,0,Jacobian,2,lm,48
2024-07-12 16:10:25 __main__ INFO     verb+able_reg,beta,1,LRE,3,Jacobian,18,lm,47
2024-07-12 16:10:29 __main__ INFO     UK_city - county,beta,1,LRE,0,Jacobian,0,lm,12
2024-07-12 16:10:34 __main__ INFO     antonyms - binary,beta,1,LRE,1,Jacobian,31,lm,42
2024-07-12 16:10:39 __main__ INFO     verb_inf - 3pSg,beta,1,LRE,14,Jacobian,10,lm,50
2024-07-12 16:10:44 __main__ INFO     re+verb_reg,beta,1,LRE,0,Jacobian,6,lm,42
2024-07-12 16:10:49 __main__ INFO     verb_inf - Ved,beta,1,LRE,4,Jacobian,34,lm,49
2024-07-12 16:10:54 __main__ INFO     country - language,beta,1,LRE,13,Jacobian,5,lm,40
2024-07-12 16:10:58 __main__ INFO     meronyms - part,beta,1,LRE,6,Jacobian,14,lm,33
2024-07-12 16:11:03 __main__ INFO     verb_Ving - Ved,beta,1,LRE,21,Jacobian,44,lm,49
2024-07-12 16:11:07 __main__ INFO     animal - shelter,beta,1,LRE,15,Jacobian,10,lm,27
2024-07-12 16:11:12 __main__ INFO     hypernyms - misc,beta,1,LRE,12,Jacobian,18,lm,32
2024-07-12 16:11:16 __main__ INFO     meronyms - substance,beta,1,LRE,1,Jacobian,11,lm,40
2024-07-12 16:11:21 __main__ INFO     noun - plural_irreg,beta,1,LRE,9,Jacobian,45,lm,49
2024-07-12 16:11:26 __main__ INFO     un+adj_reg,beta,1,LRE,2,Jacobian,25,lm,49
2024-07-12 16:11:32 __main__ INFO     verb+ment_irreg,beta,1,LRE,13,Jacobian,37,lm,50
2024-07-12 16:11:36 __main__ INFO     adj+ness_reg,beta,1,LRE,1,Jacobian,10,lm,43
2024-07-12 16:11:42 __main__ INFO     over+adj_reg,beta,1,LRE,1,Jacobian,0,lm,50
2024-07-12 16:11:47 __main__ INFO     verb+er_irreg,beta,1,LRE,2,Jacobian,10,lm,47
2024-07-12 16:11:53 __main__ INFO     adj+ly_reg,beta,1,LRE,9,Jacobian,7,lm,49
2024-07-12 16:11:57 __main__ INFO     name - occupation,beta,1,LRE,25,Jacobian,12,lm,39
2024-07-12 16:12:01 __main__ INFO     synonyms - intensity,beta,1,LRE,0,Jacobian,7,lm,24
2024-07-12 16:12:05 __main__ INFO     animal - sound,beta,1,LRE,5,Jacobian,9,lm,30
2024-07-12 16:12:10 __main__ INFO     noun - plural_reg,beta,1,LRE,0,Jacobian,49,lm,50
2024-07-12 16:12:16 __main__ INFO     Ving - verb_inf,beta,1,LRE,2,Jacobian,17,lm,50
2024-07-12 16:12:20 __main__ INFO     male - female,beta,1,LRE,3,Jacobian,2,lm,30
2024-07-12 16:12:25 __main__ INFO     verb_3pSg - Ved,beta,1,LRE,7,Jacobian,46,lm,49
2024-07-12 16:12:29 __main__ INFO     meronyms - member,beta,1,LRE,10,Jacobian,12,lm,29
2024-07-12 16:12:33 __main__ INFO     hyponyms - misc,beta,1,LRE,0,Jacobian,5,lm,25
2024-07-12 16:12:38 __main__ INFO     adj - superlative,beta,1,LRE,0,Jacobian,2,lm,44
2024-07-12 16:12:43 __main__ INFO     verb+tion_irreg,beta,1,LRE,3,Jacobian,12,lm,49
2024-07-12 16:12:47 __main__ INFO     synonyms - exact,beta,1,LRE,1,Jacobian,3,lm,23
2024-07-12 16:12:52 __main__ INFO     hypernyms - animals,beta,1,LRE,34,Jacobian,40,lm,43
2024-07-12 16:12:57 __main__ INFO     country - capital,beta,1,LRE,0,Jacobian,0,lm,37
2024-07-12 16:12:57 __main__ INFO     using beta=1, iter=5
2024-07-12 16:13:00 __main__ INFO     name - nationality,beta,1,LRE,12,Jacobian,5,lm,22
2024-07-12 16:13:05 __main__ INFO     animal - youth,beta,1,LRE,21,Jacobian,20,lm,37
2024-07-12 16:13:10 __main__ INFO     verb_Ving - 3pSg,beta,1,LRE,12,Jacobian,33,lm,50
2024-07-12 16:13:15 __main__ INFO     noun+less_reg,beta,1,LRE,0,Jacobian,2,lm,48
2024-07-12 16:13:20 __main__ INFO     verb+able_reg,beta,1,LRE,3,Jacobian,12,lm,47
2024-07-12 16:13:24 __main__ INFO     UK_city - county,beta,1,LRE,0,Jacobian,0,lm,12
2024-07-12 16:13:29 __main__ INFO     antonyms - binary,beta,1,LRE,8,Jacobian,29,lm,43
2024-07-12 16:13:34 __main__ INFO     verb_inf - 3pSg,beta,1,LRE,10,Jacobian,16,lm,50
2024-07-12 16:13:39 __main__ INFO     re+verb_reg,beta,1,LRE,0,Jacobian,5,lm,43
2024-07-12 16:13:44 __main__ INFO     verb_inf - Ved,beta,1,LRE,11,Jacobian,44,lm,49
2024-07-12 16:13:49 __main__ INFO     country - language,beta,1,LRE,12,Jacobian,5,lm,37
2024-07-12 16:13:53 __main__ INFO     meronyms - part,beta,1,LRE,5,Jacobian,13,lm,30
2024-07-12 16:13:58 __main__ INFO     verb_Ving - Ved,beta,1,LRE,12,Jacobian,44,lm,49
2024-07-12 16:14:02 __main__ INFO     animal - shelter,beta,1,LRE,20,Jacobian,10,lm,30
2024-07-12 16:14:07 __main__ INFO     hypernyms - misc,beta,1,LRE,19,Jacobian,17,lm,33
2024-07-12 16:14:11 __main__ INFO     meronyms - substance,beta,1,LRE,0,Jacobian,9,lm,37
2024-07-12 16:14:17 __main__ INFO     noun - plural_irreg,beta,1,LRE,8,Jacobian,44,lm,50
2024-07-12 16:14:22 __main__ INFO     un+adj_reg,beta,1,LRE,5,Jacobian,26,lm,49
2024-07-12 16:14:27 __main__ INFO     verb+ment_irreg,beta,1,LRE,12,Jacobian,29,lm,49
2024-07-12 16:14:32 __main__ INFO     adj+ness_reg,beta,1,LRE,0,Jacobian,10,lm,43
2024-07-12 16:14:37 __main__ INFO     over+adj_reg,beta,1,LRE,1,Jacobian,0,lm,49
2024-07-12 16:14:42 __main__ INFO     verb+er_irreg,beta,1,LRE,2,Jacobian,8,lm,46
2024-07-12 16:14:47 __main__ INFO     adj+ly_reg,beta,1,LRE,7,Jacobian,19,lm,49
2024-07-12 16:14:52 __main__ INFO     name - occupation,beta,1,LRE,24,Jacobian,8,lm,41
2024-07-12 16:14:56 __main__ INFO     synonyms - intensity,beta,1,LRE,0,Jacobian,5,lm,23
2024-07-12 16:15:00 __main__ INFO     animal - sound,beta,1,LRE,7,Jacobian,9,lm,30
2024-07-12 16:15:05 __main__ INFO     noun - plural_reg,beta,1,LRE,2,Jacobian,44,lm,50
2024-07-12 16:15:11 __main__ INFO     Ving - verb_inf,beta,1,LRE,8,Jacobian,25,lm,50
2024-07-12 16:15:15 __main__ INFO     male - female,beta,1,LRE,5,Jacobian,5,lm,33
2024-07-12 16:15:20 __main__ INFO     verb_3pSg - Ved,beta,1,LRE,5,Jacobian,47,lm,49
2024-07-12 16:15:24 __main__ INFO     meronyms - member,beta,1,LRE,12,Jacobian,8,lm,30
2024-07-12 16:15:28 __main__ INFO     hyponyms - misc,beta,1,LRE,0,Jacobian,6,lm,26
2024-07-12 16:15:33 __main__ INFO     adj - superlative,beta,1,LRE,0,Jacobian,1,lm,44
2024-07-12 16:15:38 __main__ INFO     verb+tion_irreg,beta,1,LRE,6,Jacobian,21,lm,49
2024-07-12 16:15:42 __main__ INFO     synonyms - exact,beta,1,LRE,1,Jacobian,5,lm,21
2024-07-12 16:15:47 __main__ INFO     hypernyms - animals,beta,1,LRE,42,Jacobian,40,lm,45
2024-07-12 16:15:52 __main__ INFO     country - capital,beta,1,LRE,0,Jacobian,0,lm,36
2024-07-12 16:15:52 __main__ INFO     using beta=1, iter=6
2024-07-12 16:15:56 __main__ INFO     name - nationality,beta,1,LRE,12,Jacobian,5,lm,26
2024-07-12 16:16:00 __main__ INFO     animal - youth,beta,1,LRE,16,Jacobian,16,lm,32
2024-07-12 16:16:05 __main__ INFO     verb_Ving - 3pSg,beta,1,LRE,12,Jacobian,34,lm,50
2024-07-12 16:16:10 __main__ INFO     noun+less_reg,beta,1,LRE,0,Jacobian,2,lm,48
2024-07-12 16:16:15 __main__ INFO     verb+able_reg,beta,1,LRE,5,Jacobian,14,lm,46
2024-07-12 16:16:19 __main__ INFO     UK_city - county,beta,1,LRE,0,Jacobian,0,lm,12
2024-07-12 16:16:24 __main__ INFO     antonyms - binary,beta,1,LRE,9,Jacobian,21,lm,43
2024-07-12 16:16:29 __main__ INFO     verb_inf - 3pSg,beta,1,LRE,21,Jacobian,14,lm,50
2024-07-12 16:16:34 __main__ INFO     re+verb_reg,beta,1,LRE,0,Jacobian,3,lm,37
2024-07-12 16:16:39 __main__ INFO     verb_inf - Ved,beta,1,LRE,7,Jacobian,30,lm,49
2024-07-12 16:16:44 __main__ INFO     country - language,beta,1,LRE,11,Jacobian,2,lm,38
2024-07-12 16:16:48 __main__ INFO     meronyms - part,beta,1,LRE,4,Jacobian,12,lm,28
2024-07-12 16:16:53 __main__ INFO     verb_Ving - Ved,beta,1,LRE,16,Jacobian,45,lm,49
2024-07-12 16:16:57 __main__ INFO     animal - shelter,beta,1,LRE,20,Jacobian,14,lm,33
2024-07-12 16:17:02 __main__ INFO     hypernyms - misc,beta,1,LRE,16,Jacobian,22,lm,35
2024-07-12 16:17:07 __main__ INFO     meronyms - substance,beta,1,LRE,1,Jacobian,10,lm,41
2024-07-12 16:17:12 __main__ INFO     noun - plural_irreg,beta,1,LRE,6,Jacobian,44,lm,50
2024-07-12 16:17:17 __main__ INFO     un+adj_reg,beta,1,LRE,1,Jacobian,27,lm,50
2024-07-12 16:17:22 __main__ INFO     verb+ment_irreg,beta,1,LRE,11,Jacobian,36,lm,49
2024-07-12 16:17:27 __main__ INFO     adj+ness_reg,beta,1,LRE,1,Jacobian,10,lm,41
2024-07-12 16:17:32 __main__ INFO     over+adj_reg,beta,1,LRE,0,Jacobian,0,lm,50
2024-07-12 16:17:37 __main__ INFO     verb+er_irreg,beta,1,LRE,3,Jacobian,12,lm,46
2024-07-12 16:17:42 __main__ INFO     adj+ly_reg,beta,1,LRE,8,Jacobian,2,lm,49
2024-07-12 16:17:47 __main__ INFO     name - occupation,beta,1,LRE,23,Jacobian,10,lm,41
2024-07-12 16:17:51 __main__ INFO     synonyms - intensity,beta,1,LRE,0,Jacobian,7,lm,19
2024-07-12 16:17:55 __main__ INFO     animal - sound,beta,1,LRE,5,Jacobian,8,lm,27
2024-07-12 16:18:00 __main__ INFO     noun - plural_reg,beta,1,LRE,1,Jacobian,50,lm,50
2024-07-12 16:18:06 __main__ INFO     Ving - verb_inf,beta,1,LRE,8,Jacobian,13,lm,50
2024-07-12 16:18:10 __main__ INFO     male - female,beta,1,LRE,2,Jacobian,4,lm,31
2024-07-12 16:18:16 __main__ INFO     verb_3pSg - Ved,beta,1,LRE,4,Jacobian,48,lm,49
2024-07-12 16:18:20 __main__ INFO     meronyms - member,beta,1,LRE,5,Jacobian,11,lm,31
2024-07-12 16:18:23 __main__ INFO     hyponyms - misc,beta,1,LRE,0,Jacobian,7,lm,24
2024-07-12 16:18:29 __main__ INFO     adj - superlative,beta,1,LRE,0,Jacobian,0,lm,45
2024-07-12 16:18:34 __main__ INFO     verb+tion_irreg,beta,1,LRE,2,Jacobian,24,lm,49
2024-07-12 16:18:37 __main__ INFO     synonyms - exact,beta,1,LRE,0,Jacobian,2,lm,19
